protoform;DoT;Type;id;label
Most duration_medium trends are variability_low;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_medium trends are variability_medium;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_medium trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_medium trends are dynamics_decreasing;0.8161900956421114;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_medium trends are dynamics_constant;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_medium trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_medium trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_medium trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_medium trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_long trends are variability_low;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_long trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_long trends are variability_high;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_long trends are dynamics_decreasing;0.40550282195419535;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_long trends are dynamics_constant;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_long trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_long trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_long trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most duration_long trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_decreasing trends are variability_low;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_decreasing trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_decreasing trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_decreasing trends are duration_short;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_decreasing trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_decreasing trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_decreasing trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_decreasing trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_decreasing trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_constant trends are variability_low;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_constant trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_constant trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_constant trends are duration_short;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_constant trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_constant trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_constant trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_constant trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_constant trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_increasing trends are variability_low;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_increasing trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_increasing trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_increasing trends are duration_short;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_increasing trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_increasing trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_increasing trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_increasing trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most dynamics_increasing trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_low trends are dynamics_decreasing;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_low trends are dynamics_constant;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_low trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_low trends are duration_short;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_low trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_low trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_low trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_low trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_low trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_medium trends are dynamics_decreasing;0.8518473610094743;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_medium trends are dynamics_constant;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_medium trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_medium trends are duration_short;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_medium trends are duration_medium;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_medium trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_medium trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_medium trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_medium trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_high trends are dynamics_decreasing;0.5697600140931107;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_high trends are dynamics_constant;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_high trends are dynamics_increasing;0.09690665257355366;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_high trends are duration_short;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_high trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_high trends are duration_long;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_high trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_high trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most variability_high trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_beginning trends are dynamics_decreasing;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_beginning trends are dynamics_constant;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_beginning trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_beginning trends are duration_short;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_beginning trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_beginning trends are duration_long;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_beginning trends are variability_low;1.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_beginning trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_beginning trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_middle trends are dynamics_decreasing;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_middle trends are dynamics_constant;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_middle trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_middle trends are duration_short;0.518351327711203;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_middle trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_middle trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_middle trends are variability_low;0.42422387934728273;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_middle trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_middle trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_ending trends are dynamics_decreasing;0.14725886279820005;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_ending trends are dynamics_constant;0.6170066638163713;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_ending trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_ending trends are duration_short;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_ending trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_ending trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_ending trends are variability_low;0.8552650666489815;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_ending trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most time_ending trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_5_18Nov12_Lynx_12-11-07;_good_
Most trends are variability_low;0.02778922105200625;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are duration_short;0.161599260396359;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are dynamics_decreasing;0.0;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are time_beginning;0.0;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are variability_medium;0.0;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are duration_medium;0.0;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are dynamics_constant;0.0;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are time_middle;0.8983225275290738;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are variability_high;0.0;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are duration_long;0.0;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are dynamics_increasing;0.0;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are time_ending;0.0;1.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_short trends are variability_low;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_short trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_short trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_short trends are dynamics_decreasing;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_short trends are dynamics_constant;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_short trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_short trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_short trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_short trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_medium trends are variability_low;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_medium trends are variability_medium;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_medium trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_medium trends are dynamics_decreasing;0.40952324904143883;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_medium trends are dynamics_constant;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_medium trends are dynamics_increasing;0.09707615889172018;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_medium trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_medium trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_medium trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_long trends are variability_low;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_long trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_long trends are variability_high;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_long trends are dynamics_decreasing;0.9129126948734584;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_long trends are dynamics_constant;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_long trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_long trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_long trends are time_middle;0.7356454505031749;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most duration_long trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_decreasing trends are variability_low;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_decreasing trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_decreasing trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_decreasing trends are duration_short;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_decreasing trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_decreasing trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_decreasing trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_decreasing trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_decreasing trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_constant trends are variability_low;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_constant trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_constant trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_constant trends are duration_short;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_constant trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_constant trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_constant trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_constant trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_constant trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_increasing trends are variability_low;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_increasing trends are variability_medium;0.7122912356834086;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_increasing trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_increasing trends are duration_short;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_increasing trends are duration_medium;0.39119225202810204;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_increasing trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_increasing trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_increasing trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most dynamics_increasing trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_low trends are dynamics_decreasing;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_low trends are dynamics_constant;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_low trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_low trends are duration_short;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_low trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_low trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_low trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_low trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_low trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_medium trends are dynamics_decreasing;0.40160056015600254;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_medium trends are dynamics_constant;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_medium trends are dynamics_increasing;0.2146031911098116;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_medium trends are duration_short;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_medium trends are duration_medium;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_medium trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_medium trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_medium trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_medium trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_high trends are dynamics_decreasing;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_high trends are dynamics_constant;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_high trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_high trends are duration_short;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_high trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_high trends are duration_long;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_high trends are time_beginning;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_high trends are time_middle;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most variability_high trends are time_ending;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_beginning trends are dynamics_decreasing;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_beginning trends are dynamics_constant;0.7737886678038081;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_beginning trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_beginning trends are duration_short;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_beginning trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_beginning trends are duration_long;0.5245220282626777;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_beginning trends are variability_low;1.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_beginning trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_beginning trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_middle trends are dynamics_decreasing;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_middle trends are dynamics_constant;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_middle trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_middle trends are duration_short;0.5126517962760073;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_middle trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_middle trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_middle trends are variability_low;0.19936248240242876;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_middle trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_middle trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_ending trends are dynamics_decreasing;0.21563840121417696;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_ending trends are dynamics_constant;0.7337482337778443;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_ending trends are dynamics_increasing;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_ending trends are duration_short;0.4172868458150056;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_ending trends are duration_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_ending trends are duration_long;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_ending trends are variability_low;0.8257640066604756;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_ending trends are variability_medium;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most time_ending trends are variability_high;0.0;2.0;QC_Shew_12_02_pt5_6_17Nov12_Lynx_12-11-08;_good_
Most trends are variability_low;0.0;1.0;QC_Shew_12_02_pt5_6_18Nov12_Lynx_12-11-08;_good_
Most trends are duration_short;0.0;1.0;QC_Shew_12_02_pt5_6_18Nov12_Lynx_12-11-08;_good_
Most trends are dynamics_decreasing;0.0;1.0;QC_Shew_12_02_pt5_6_18Nov12_Lynx_12-11-08;_good_
